business_id,business_type,billing_period,consumption_kWh,source,activity,unit,emission_factor,emissions_kgCO2e
B0056,FuelStation,2024-11,6057,grid,grid_electricity_NG,kWh,0.508,3076.956
B0056,FuelStation,2024-11,2219,generator,diesel_generator,kWh,0.75,1664.25
B0056,FuelStation,2024-12,11927,grid,grid_electricity_NG,kWh,0.508,6058.916
B0056,FuelStation,2024-12,3813,generator,diesel_generator,kWh,0.75,2859.75
B0057,FuelStation,2024-01,7360,grid,grid_electricity_NG,kWh,0.508,3738.88
B0057,FuelStation,2024-01,1027,generator,diesel_generator,kWh,0.75,770.25
B0057,FuelStation,2024-02,9266,grid,grid_electricity_NG,kWh,0.508,4707.128
B0057,FuelStation,2024-02,1535,generator,diesel_generator,kWh,0.75,1151.25
B0057,FuelStation,2024-03,10519,grid,grid_electricity_NG,kWh,0.508,5343.652
B0057,FuelStation,2024-03,1217,generator,diesel_generator,kWh,0.75,912.75
B0057,FuelStation,2024-04,8596,grid,grid_electricity_NG,kWh,0.508,4366.768
B0057,FuelStation,2024-04,2354,generator,diesel_generator,kWh,0.75,1765.5
B0057,FuelStation,2024-05,9116,grid,grid_electricity_NG,kWh,0.508,4630.928
B0057,FuelStation,2024-05,2669,generator,diesel_generator,kWh,0.75,2001.75
B0057,FuelStation,2024-06,6194,grid,grid_electricity_NG,kWh,0.508,3146.552
B0057,FuelStation,2024-06,1304,generator,diesel_generator,kWh,0.75,978.0
B0057,FuelStation,2024-07,7833,grid,grid_electricity_NG,kWh,0.508,3979.164
B0057,FuelStation,2024-07,1378,generator,diesel_generator,kWh,0.75,1033.5
B0057,FuelStation,2024-08,8538,grid,grid_electricity_NG,kWh,0.508,4337.304
B0057,FuelStation,2024-08,2889,generator,diesel_generator,kWh,0.75,2166.75
B0057,FuelStation,2024-09,8612,grid,grid_electricity_NG,kWh,0.508,4374.896
B0057,FuelStation,2024-09,2493,generator,diesel_generator,kWh,0.75,1869.75
B0057,FuelStation,2024-10,7482,grid,grid_electricity_NG,kWh,0.508,3800.856
B0057,FuelStation,2024-10,2410,generator,diesel_generator,kWh,0.75,1807.5
B0057,FuelStation,2024-11,11635,grid,grid_electricity_NG,kWh,0.508,5910.58
B0057,FuelStation,2024-11,4063,generator,diesel_generator,kWh,0.75,3047.25
B0057,FuelStation,2024-12,7069,grid,grid_electricity_NG,kWh,0.508,3591.052
B0057,FuelStation,2024-12,1791,generator,diesel_generator,kWh,0.75,1343.25
B0058,FuelStation,2024-01,11550,grid,grid_electricity_NG,kWh,0.508,5867.4
B0058,FuelStation,2024-01,4352,generator,diesel_generator,kWh,0.75,3264.0
B0058,FuelStation,2024-02,11507,grid,grid_electricity_NG,kWh,0.508,5845.5560000000005
B0058,FuelStation,2024-02,1949,generator,diesel_generator,kWh,0.75,1461.75
B0058,FuelStation,2024-03,5343,grid,grid_electricity_NG,kWh,0.508,2714.244
B0058,FuelStation,2024-03,1002,generator,diesel_generator,kWh,0.75,751.5
B0058,FuelStation,2024-04,11253,grid,grid_electricity_NG,kWh,0.508,5716.524
B0058,FuelStation,2024-04,1572,generator,diesel_generator,kWh,0.75,1179.0
B0058,FuelStation,2024-05,5228,grid,grid_electricity_NG,kWh,0.508,2655.824
B0058,FuelStation,2024-05,634,generator,diesel_generator,kWh,0.75,475.5
B0058,FuelStation,2024-06,7065,grid,grid_electricity_NG,kWh,0.508,3589.02
B0058,FuelStation,2024-06,1731,generator,diesel_generator,kWh,0.75,1298.25
B0058,FuelStation,2024-07,7552,grid,grid_electricity_NG,kWh,0.508,3836.416
B0058,FuelStation,2024-07,1897,generator,diesel_generator,kWh,0.75,1422.75
B0058,FuelStation,2024-08,9671,grid,grid_electricity_NG,kWh,0.508,4912.868
B0058,FuelStation,2024-08,1620,generator,diesel_generator,kWh,0.75,1215.0
B0058,FuelStation,2024-09,11563,grid,grid_electricity_NG,kWh,0.508,5874.004
B0058,FuelStation,2024-09,4539,generator,diesel_generator,kWh,0.75,3404.25
B0058,FuelStation,2024-10,6447,grid,grid_electricity_NG,kWh,0.508,3275.076
B0058,FuelStation,2024-10,1809,generator,diesel_generator,kWh,0.75,1356.75
B0058,FuelStation,2024-11,6517,grid,grid_electricity_NG,kWh,0.508,3310.636
B0058,FuelStation,2024-11,1935,generator,diesel_generator,kWh,0.75,1451.25
B0058,FuelStation,2024-12,6872,grid,grid_electricity_NG,kWh,0.508,3490.976
B0058,FuelStation,2024-12,2619,generator,diesel_generator,kWh,0.75,1964.25
B0059,FuelStation,2024-01,5584,grid,grid_electricity_NG,kWh,0.508,2836.672
B0059,FuelStation,2024-01,1089,generator,diesel_generator,kWh,0.75,816.75
B0059,FuelStation,2024-02,8049,grid,grid_electricity_NG,kWh,0.508,4088.8920000000003
B0059,FuelStation,2024-02,3095,generator,diesel_generator,kWh,0.75,2321.25
B0059,FuelStation,2024-03,5264,grid,grid_electricity_NG,kWh,0.508,2674.112
B0059,FuelStation,2024-03,1412,generator,diesel_generator,kWh,0.75,1059.0
B0059,FuelStation,2024-04,11041,grid,grid_electricity_NG,kWh,0.508,5608.828
B0059,FuelStation,2024-04,2446,generator,diesel_generator,kWh,0.75,1834.5
B0059,FuelStation,2024-05,8600,grid,grid_electricity_NG,kWh,0.508,4368.8
B0059,FuelStation,2024-05,2666,generator,diesel_generator,kWh,0.75,1999.5
B0059,FuelStation,2024-06,8268,grid,grid_electricity_NG,kWh,0.508,4200.144
B0059,FuelStation,2024-06,3180,generator,diesel_generator,kWh,0.75,2385.0
B0059,FuelStation,2024-07,10869,grid,grid_electricity_NG,kWh,0.508,5521.452
B0059,FuelStation,2024-07,4201,generator,diesel_generator,kWh,0.75,3150.75
B0059,FuelStation,2024-08,6625,grid,grid_electricity_NG,kWh,0.508,3365.5
B0059,FuelStation,2024-08,2473,generator,diesel_generator,kWh,0.75,1854.75
B0059,FuelStation,2024-09,7020,grid,grid_electricity_NG,kWh,0.508,3566.16
B0059,FuelStation,2024-09,2775,generator,diesel_generator,kWh,0.75,2081.25
B0059,FuelStation,2024-10,5695,grid,grid_electricity_NG,kWh,0.508,2893.06
B0059,FuelStation,2024-10,1676,generator,diesel_generator,kWh,0.75,1257.0
B0059,FuelStation,2024-11,9282,grid,grid_electricity_NG,kWh,0.508,4715.256
B0059,FuelStation,2024-11,1106,generator,diesel_generator,kWh,0.75,829.5
B0059,FuelStation,2024-12,7797,grid,grid_electricity_NG,kWh,0.508,3960.876
B0059,FuelStation,2024-12,1793,generator,diesel_generator,kWh,0.75,1344.75
B0060,FuelStation,2024-01,6334,grid,grid_electricity_NG,kWh,0.508,3217.672
B0060,FuelStation,2024-01,699,generator,diesel_generator,kWh,0.75,524.25
B0060,FuelStation,2024-02,5623,grid,grid_electricity_NG,kWh,0.508,2856.484
B0060,FuelStation,2024-02,713,generator,diesel_generator,kWh,0.75,534.75
B0060,FuelStation,2024-03,11691,grid,grid_electricity_NG,kWh,0.508,5939.028
B0060,FuelStation,2024-03,4613,generator,diesel_generator,kWh,0.75,3459.75
B0060,FuelStation,2024-04,5321,grid,grid_electricity_NG,kWh,0.508,2703.068
B0060,FuelStation,2024-04,1903,generator,diesel_generator,kWh,0.75,1427.25
B0060,FuelStation,2024-05,5172,grid,grid_electricity_NG,kWh,0.508,2627.376
B0060,FuelStation,2024-05,1475,generator,diesel_generator,kWh,0.75,1106.25
B0060,FuelStation,2024-06,7175,grid,grid_electricity_NG,kWh,0.508,3644.9
B0060,FuelStation,2024-06,1190,generator,diesel_generator,kWh,0.75,892.5
B0060,FuelStation,2024-07,7291,grid,grid_electricity_NG,kWh,0.508,3703.828
B0060,FuelStation,2024-07,1720,generator,diesel_generator,kWh,0.75,1290.0
B0060,FuelStation,2024-08,11007,grid,grid_electricity_NG,kWh,0.508,5591.5560000000005
B0060,FuelStation,2024-08,4170,generator,diesel_generator,kWh,0.75,3127.5
B0060,FuelStation,2024-09,10897,grid,grid_electricity_NG,kWh,0.508,5535.676
B0060,FuelStation,2024-09,1299,generator,diesel_generator,kWh,0.75,974.25
B0060,FuelStation,2024-10,6757,grid,grid_electricity_NG,kWh,0.508,3432.556
B0060,FuelStation,2024-10,2437,generator,diesel_generator,kWh,0.75,1827.75
B0060,FuelStation,2024-11,9127,grid,grid_electricity_NG,kWh,0.508,4636.516
B0060,FuelStation,2024-11,1861,generator,diesel_generator,kWh,0.75,1395.75
B0060,FuelStation,2024-12,9204,grid,grid_electricity_NG,kWh,0.508,4675.6320000000005
B0060,FuelStation,2024-12,1686,generator,diesel_generator,kWh,0.75,1264.5
